Row Labels,Sum of Total_sales 
36,1665.98
Surly Troll Frameset - 2017,1665.98
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
754,7481.92
3,999.99
Surly Wednesday Frameset - 2016,999.99
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
12,1099.98
Electra Townie Original 21D - 2016,1099.98
67,501.98
Sun Bicycles Revolutions 24 - Girl's - 2017,501.98
74,879.98
Electra Cruiser Lux 1 - 2017,879.98
755,16123.94
43,10599.98
Trek Fuel EX 9.8 27.5 Plus - 2017,10599.98
57,3999.98
Trek Emonda S 5 - 2017,3999.98
80,1523.98
Sun Bicycles Brickell Tandem CB - 2017,1523.98
756,1347.99
17,858
Pure Cycles Vine 8-Speed - 2016,858
64,489.99
Electra Townie Original 7D - 2017,489.99
757,299.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
758,2950.93
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
27,999.99
Surly Big Dummy Frameset - 2017,999.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
109,416.99
Sun Bicycles Cruz 7 - Women's - 2017,416.99
759,1067.97
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
93,419.98
Haro Shredder 20 Girls - 2017,419.98
760,2539.96
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
29,1999.98
Trek X-Caliber 8 - 2017,1999.98
761,7051.97
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
52,1751.98
Surly Steamroller - 2017,1751.98
762,979.98
102,979.98
Electra Townie Original 7D - 2017,979.98
763,761.98
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
764,5499.95
55,2699.99
Trek Domane S 6 - 2017,2699.99
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
765,7146.94
12,549.99
Electra Townie Original 21D - 2016,549.99
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
53,749.99
Surly Ogre Frameset - 2017,749.99
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
766,470.99
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
767,9039.94
29,999.99
Trek X-Caliber 8 - 2017,999.99
41,2939.98
Haro Shift R3 - 2017,2939.98
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
77,1599.98
Electra Glam Punk 3i Ladies' - 2017,1599.98
768,1932.98
31,1632.99
Surly Wednesday - 2017,1632.99
76,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
769,4405.95
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
770,6684.95
11,3361.98
Surly Straggler 650b - 2016,3361.98
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
110,470.99
Sun Bicycles Drifter 7 - 2017,470.99
771,729.97
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
772,551.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
773,2277.96
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
17,858
Pure Cycles Vine 8-Speed - 2016,858
33,939.98
Surly Wednesday Frameset - 2017,939.98
92,209.99
Haro Shredder 20 - 2017,209.99
774,13362.93
20,599.99
Electra Townie Original 7D EQ - Women's - 2016,599.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
58,9999.98
Trek Madone 9.2 - 2017,9999.98
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
775,1499.99
39,1499.99
Trek Stache 5 - 2017,1499.99
776,8349.95
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
35,832.99
Sun Bicycles Spider 3i - 2017,832.99
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
777,10070.96
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
778,819.98
64,489.99
Electra Townie Original 7D - 2017,489.99
85,329.99
Haro Downtown 16 - 2017,329.99
779,8189.94
8,1799.99
Trek Remedy 29 Carbon Frameset - 2016,1799.99
47,5299.99
Trek Remedy 9.8 - 2017,5299.99
85,329.99
Haro Downtown 16 - 2017,329.99
90,419.98
Trek Precaliber 16 Girls - 2017,419.98
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
780,469.99
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
781,12833.94
7,7999.98
Trek Slash 8 27.5 - 2016,7999.98
57,3999.98
Trek Emonda S 5 - 2017,3999.98
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
782,4699.94
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
57,1999.99
Trek Emonda S 5 - 2017,1999.99
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
783,1999.95
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
29,999.99
Trek X-Caliber 8 - 2017,999.99
92,209.99
Haro Shredder 20 - 2017,209.99
94,249.99
Haro Shredder Pro 20 - 2017,249.99
784,2109.96
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
72,1239.98
Sun Bicycles Biscayne Tandem 7 - 2017,1239.98
785,10699.96
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
40,4999.99
Trek Fuel EX 9.8 29 - 2017,4999.99
59,5199.98
Trek Domane S 5 Disc - 2017,5199.98
786,761.99
80,761.99
Sun Bicycles Brickell Tandem CB - 2017,761.99
787,13501.96
51,12999.98
Trek Silque SLR 8 Women's - 2017,12999.98
66,501.98
Sun Bicycles Revolutions 24 - 2017,501.98
788,2218.98
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
19,449
Pure Cycles William 3-Speed - 2016,449
48,1499.99
Trek Emonda S 4 - 2017,1499.99
789,1399.96
93,419.98
Haro Shredder 20 Girls - 2017,419.98
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
790,7349.97
62,6999.98
Trek Boone 7 - 2017,6999.98
91,349.99
Trek Precaliber 24 (21-Speed) - Girls - 2017,349.99
791,4199.97
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
792,9949.94
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
39,1499.99
Trek Stache 5 - 2017,1499.99
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
793,3359.95
60,1559.99
Sun Bicycles ElectroLite - 2017,1559.99
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
794,6318.96
17,429
Pure Cycles Vine 8-Speed - 2016,429
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
41,2939.98
Haro Shift R3 - 2017,2939.98
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
795,1199.96
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
99,599.98
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,599.98
796,939.98
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
797,15937.93
11,1680.99
Surly Straggler 650b - 2016,1680.99
54,6399.98
Trek Domane SL Disc Frameset - 2017,6399.98
62,6999.98
Trek Boone 7 - 2017,6999.98
69,416.99
Sun Bicycles Cruz 7 - 2017,416.99
74,439.99
Electra Cruiser Lux 1 - 2017,439.99
798,4709.93
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
90,209.99
Trek Precaliber 16 Girls - 2017,209.99
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
799,19081.91
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
29,1999.98
Trek X-Caliber 8 - 2017,1999.98
34,939.98
Trek Session DH 27.5 Carbon Frameset - 2017,939.98
58,9999.98
Trek Madone 9.2 - 2017,9999.98
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
800,6309.92
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
52,875.99
Surly Steamroller - 2017,875.99
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
801,339.99
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
802,10165.95
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
36,1665.98
Surly Troll Frameset - 2017,1665.98
40,4999.99
Trek Fuel EX 9.8 29 - 2017,4999.99
803,3012.94
52,1751.98
Surly Steamroller - 2017,1751.98
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
102,489.99
Electra Townie Original 7D - 2017,489.99
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
804,13169.95
50,11999.98
Trek Silque SLR 7 Women's - 2017,11999.98
53,749.99
Surly Ogre Frameset - 2017,749.99
89,419.98
Trek Precaliber 16 Boys - 2017,419.98
805,9899.92
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
24,549.99
Electra Townie Original 21D - 2016,549.99
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
33,939.98
Surly Wednesday Frameset - 2017,939.98
62,6999.98
Trek Boone 7 - 2017,6999.98
806,4389.91
77,1599.98
Electra Glam Punk 3i Ladies' - 2017,1599.98
82,1319.98
Electra Amsterdam Original 3i Ladies' - 2017,1319.98
91,699.98
Trek Precaliber 24 (21-Speed) - Girls - 2017,699.98
93,419.98
Haro Shredder 20 Girls - 2017,419.98
97,349.99
Electra Savannah 3i (20-inch) - Girl's - 2017,349.99
807,9609.92
3,1999.98
Surly Wednesday Frameset - 2016,1999.98
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
9,5999.98
Trek Conduit+ - 2016,5999.98
16,599.99
Electra Townie Original 7D EQ - 2016,599.99
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
808,2376.97
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
19,898
Pure Cycles William 3-Speed - 2016,898
85,329.99
Haro Downtown 16 - 2017,329.99
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
809,1667.96
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
92,419.98
Haro Shredder 20 - 2017,419.98
810,7363.95
22,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
103,1103.98
Sun Bicycles Streamway 3 - 2017,1103.98
811,5850.95
45,1739.98
Haro SR 1.2 - 2017,1739.98
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
812,5599.97
40,4999.99
Trek Fuel EX 9.8 29 - 2017,4999.99
76,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
813,4333.9
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
33,939.98
Surly Wednesday Frameset - 2017,939.98
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
85,659.98
Haro Downtown 16 - 2017,659.98
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
814,1970.94
65,346.99
Sun Bicycles Lil Bolt Type-R - 2017,346.99
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
815,2727.93
23,299.99
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,299.99
87,379.98
Trek Precaliber 12 Boys - 2017,379.98
102,979.98
Electra Townie Original 7D - 2017,979.98
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
816,2179.96
64,979.98
Electra Townie Original 7D - 2017,979.98
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
817,4397.95
48,2999.98
Trek Emonda S 4 - 2017,2999.98
85,329.99
Haro Downtown 16 - 2017,329.99
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
818,5529.95
19,898
Pure Cycles William 3-Speed - 2016,898
44,1079.98
Haro SR 1.1 - 2017,1079.98
48,2999.98
Trek Emonda S 4 - 2017,2999.98
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
819,249.99
94,249.99
Haro Shredder Pro 20 - 2017,249.99
820,416.99
107,416.99
Sun Bicycles Cruz 7 - 2017,416.99
821,2696.95
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
70,1319.98
Electra Amsterdam Original 3i - 2015/2017,1319.98
102,489.99
Electra Townie Original 7D - 2017,489.99
107,416.99
Sun Bicycles Cruz 7 - 2017,416.99
822,1369.98
53,749.99
Surly Ogre Frameset - 2017,749.99
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
823,12399.95
56,10999.98
Trek Domane SLR 6 Disc - 2017,10999.98
81,1099.99
Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99
86,299.98
Trek Girl's Kickster - 2017,299.98
824,419.98
92,419.98
Haro Shredder 20 - 2017,419.98
825,2448.98
19,449
Pure Cycles William 3-Speed - 2016,449
30,1999.98
Surly Ice Cream Truck Frameset - 2017,1999.98
826,2572.97
36,832.99
Surly Troll Frameset - 2017,832.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
827,9719.96
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
41,1469.99
Haro Shift R3 - 2017,1469.99
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
108,449.99
Sun Bicycles Cruz 3 - Women's - 2017,449.99
828,6949.95
24,549.99
Electra Townie Original 21D - 2016,549.99
25,999.98
Electra Townie Original 7D - 2015/2016,999.98
55,5399.98
Trek Domane S 6 - 2017,5399.98
829,1619.97
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
830,2339.94
85,659.98
Haro Downtown 16 - 2017,659.98
96,699.98
Electra Moto 3i (20-inch) - Boy's - 2017,699.98
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
831,2381.97
11,1680.99
Surly Straggler 650b - 2016,1680.99
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
68,449.99
Sun Bicycles Cruz 3 - 2017,449.99
832,6269.95
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
27,999.99
Surly Big Dummy Frameset - 2017,999.99
45,869.99
Haro SR 1.2 - 2017,869.99
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
833,1199.98
20,1199.98
Electra Townie Original 7D EQ - Women's - 2016,1199.98
834,4117.97
21,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
54,3199.99
Trek Domane SL Disc Frameset - 2017,3199.99
78,647.99
Sun Bicycles Biscayne Tandem CB - 2017,647.99
835,2103.96
2,749.99
Ritchey Timberwolf Frameset - 2016,749.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
836,899.98
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
837,7229.96
51,6499.99
Trek Silque SLR 8 Women's - 2017,6499.99
87,379.98
Trek Precaliber 12 Boys - 2017,379.98
97,349.99
Electra Savannah 3i (20-inch) - Girl's - 2017,349.99
838,5722.95
10,1549
Surly Straggler - 2016,1549
28,2499.99
Surly Karate Monkey 27.5+ Frameset - 2017,2499.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
839,13029.96
55,2699.99
Trek Domane S 6 - 2017,2699.99
58,9999.98
Trek Madone 9.2 - 2017,9999.98
85,329.99
Haro Downtown 16 - 2017,329.99
840,7199.96
27,999.99
Surly Big Dummy Frameset - 2017,999.99
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
841,6130.93
9,2999.99
Trek Conduit+ - 2016,2999.99
11,1680.99
Surly Straggler 650b - 2016,1680.99
22,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
90,419.98
Trek Precaliber 16 Girls - 2017,419.98
100,489.99
Electra Townie 3i EQ (20-inch) - Boys' - 2017,489.99
842,4499.97
42,2299.99
Trek Fuel EX 5 27.5 Plus - 2017,2299.99
81,2199.98
Electra Amsterdam Fashion 7i Ladies' - 2017,2199.98
843,3519.94
23,599.98
Electra Girl's Hawaii 1 (20-inch) - 2015/2016,599.98
72,619.99
Sun Bicycles Biscayne Tandem 7 - 2017,619.99
75,1199.98
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,1199.98
81,1099.99
Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99
844,10155.92
12,549.99
Electra Townie Original 21D - 2016,549.99
48,1499.99
Trek Emonda S 4 - 2017,1499.99
63,6999.98
Trek Boone Race Shop Limited - 2017,6999.98
79,805.98
Sun Bicycles Boardwalk (24-inch Wheels) - 2017,805.98
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
845,4689.92
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
73,1499.98
Sun Bicycles Brickell Tandem 7 - 2017,1499.98
75,599.99
Electra Cruiser Lux Fat Tire 1 Ladies - 2017,599.99
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
846,10880.92
46,2819.98
Haro SR 1.3 - 2017,2819.98
47,5299.99
Trek Remedy 9.8 - 2017,5299.99
71,416.99
Sun Bicycles Atlas X-Type - 2017,416.99
72,1239.98
Sun Bicycles Biscayne Tandem 7 - 2017,1239.98
103,1103.98
Sun Bicycles Streamway 3 - 2017,1103.98
847,9999.98
61,9999.98
Trek Powerfly 8 FS Plus - 2017,9999.98
848,4509.93
41,2939.98
Haro Shift R3 - 2017,2939.98
88,379.98
Trek Precaliber 12 Girls - 2017,379.98
93,209.99
Haro Shredder 20 Girls - 2017,209.99
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
849,416.99
109,416.99
Sun Bicycles Cruz 7 - Women's - 2017,416.99
850,3701.95
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
37,379.99
Haro Flightline One ST - 2017,379.99
101,679.98
Electra Townie 7D (20-inch) - Boys' - 2017,679.98
851,1209.98
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
93,209.99
Haro Shredder 20 Girls - 2017,209.99
852,2819.98
46,2819.98
Haro SR 1.3 - 2017,2819.98
853,16239.93
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
42,4599.98
Trek Fuel EX 5 27.5 Plus - 2017,4599.98
45,869.99
Haro SR 1.2 - 2017,869.99
58,9999.98
Trek Madone 9.2 - 2017,9999.98
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
854,189.99
87,189.99
Trek Precaliber 12 Boys - 2017,189.99
855,1078.97
18,449
Pure Cycles Western 3-Speed - Women's - 2015/2016,449
89,209.99
Trek Precaliber 16 Boys - 2017,209.99
93,419.98
Haro Shredder 20 Girls - 2017,419.98
856,1099.98
38,1099.98
Haro Flightline Two 26 Plus - 2017,1099.98
857,999.99
29,999.99
Trek X-Caliber 8 - 2017,999.99
858,4830.94
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
45,1739.98
Haro SR 1.2 - 2017,1739.98
73,1499.98
Sun Bicycles Brickell Tandem 7 - 2017,1499.98
859,4409.91
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
36,1665.98
Surly Troll Frameset - 2017,1665.98
38,1099.98
Haro Flightline Two 26 Plus - 2017,1099.98
71,833.98
Sun Bicycles Atlas X-Type - 2017,833.98
860,12669.92
6,469.99
Surly Ice Cream Truck Frameset - 2016,469.99
24,1099.98
Electra Townie Original 21D - 2016,1099.98
25,499.99
Electra Townie Original 7D - 2015/2016,499.99
58,9999.98
Trek Madone 9.2 - 2017,9999.98
95,599.98
"Electra Girl's Hawaii 1 16"" - 2017",599.98
861,4039.97
14,539.98
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,539.98
62,3499.99
Trek Boone 7 - 2017,3499.99
862,7629.96
49,6999.98
Trek Domane SL 6 - 2017,6999.98
85,329.99
Haro Downtown 16 - 2017,329.99
99,299.99
Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,299.99
863,419.98
93,419.98
Haro Shredder 20 Girls - 2017,419.98
864,1343.96
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
37,379.99
Haro Flightline One ST - 2017,379.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
865,1303.97
34,469.99
Trek Session DH 27.5 Carbon Frameset - 2017,469.99
109,833.98
Sun Bicycles Cruz 7 - Women's - 2017,833.98
866,1993.94
13,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
67,501.98
Sun Bicycles Revolutions 24 - Girl's - 2017,501.98
80,761.99
Sun Bicycles Brickell Tandem CB - 2017,761.99
88,189.99
Trek Precaliber 12 Girls - 2017,189.99
867,339.99
101,339.99
Electra Townie 7D (20-inch) - Boys' - 2017,339.99
868,1409.99
46,1409.99
Haro SR 1.3 - 2017,1409.99
869,11463.92
7,3999.99
Trek Slash 8 27.5 - 2016,3999.99
33,469.99
Surly Wednesday Frameset - 2017,469.99
55,5399.98
Trek Domane S 6 - 2017,5399.98
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
106,899.98
Sun Bicycles Cruz 3 - 2017,899.98
870,3499.99
63,3499.99
Trek Boone Race Shop Limited - 2017,3499.99
871,3833.94
30,1999.98
Surly Ice Cream Truck Frameset - 2017,1999.98
38,549.99
Haro Flightline Two 26 Plus - 2017,549.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
872,7749.97
53,749.99
Surly Ogre Frameset - 2017,749.99
62,6999.98
Trek Boone 7 - 2017,6999.98
873,939.98
32,939.98
Trek Farley Alloy Frameset - 2017,939.98
874,9849.94
27,1999.98
Surly Big Dummy Frameset - 2017,1999.98
56,5499.99
Trek Domane SLR 6 Disc - 2017,5499.99
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
77,1599.98
Electra Glam Punk 3i Ladies' - 2017,1599.98
875,4442.94
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
14,269.99
Electra Girl's Hawaii 1 (16-inch) - 2015/2016,269.99
15,1059.98
Electra Moto 1 - 2016,1059.98
111,470.99
Sun Bicycles Drifter 7 - Women's - 2017,470.99
876,2543.95
17,858
Pure Cycles Vine 8-Speed - 2016,858
66,501.98
Sun Bicycles Revolutions 24 - 2017,501.98
96,349.99
Electra Moto 3i (20-inch) - Boy's - 2017,349.99
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
877,1301.98
73,749.99
Sun Bicycles Brickell Tandem 7 - 2017,749.99
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
878,2659.96
6,939.98
Surly Ice Cream Truck Frameset - 2016,939.98
13,269.99
Electra Cruiser 1 (24-Inch) - 2016,269.99
18,898
Pure Cycles Western 3-Speed - Women's - 2015/2016,898
103,551.99
Sun Bicycles Streamway 3 - 2017,551.99
879,3439.93
2,1499.98
Ritchey Timberwolf Frameset - 2016,1499.98
82,659.99
Electra Amsterdam Original 3i Ladies' - 2017,659.99
83,299.98
Trek Boy's Kickster - 2015/2017,299.98
100,979.98
Electra Townie 3i EQ (20-inch) - Boys' - 2017,979.98
880,7471.94
5,1320.99
Heller Shagamaw Frame - 2016,1320.99
26,599.99
Electra Townie Original 7D EQ - 2016,599.99
28,4999.98
Surly Karate Monkey 27.5+ Frameset - 2017,4999.98
66,250.99
Sun Bicycles Revolutions 24 - 2017,250.99
95,299.99
"Electra Girl's Hawaii 1 16"" - 2017",299.99
881,7720.95
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
64,979.98
Electra Townie Original 7D - 2017,979.98
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
98,489.99
Electra Straight 8 3i (20-inch) - Boy's - 2017,489.99
882,11899.94
57,3999.98
Trek Emonda S 5 - 2017,3999.98
63,6999.98
Trek Boone Race Shop Limited - 2017,6999.98
108,899.98
Sun Bicycles Cruz 3 - Women's - 2017,899.98
883,3181.97
5,2641.98
Heller Shagamaw Frame - 2016,2641.98
44,539.99
Haro SR 1.1 - 2017,539.99
884,12742.92
10,1549
Surly Straggler - 2016,1549
21,539.98
Electra Cruiser 1 (24-Inch) - 2016,539.98
46,2819.98
Haro SR 1.3 - 2017,2819.98
49,6999.98
Trek Domane SL 6 - 2017,6999.98
69,833.98
Sun Bicycles Cruz 7 - 2017,833.98
885,5749.98
43,5299.99
Trek Fuel EX 9.8 27.5 Plus - 2017,5299.99
106,449.99
Sun Bicycles Cruz 3 - 2017,449.99
886,6299.98
30,999.99
Surly Ice Cream Truck Frameset - 2017,999.99
47,5299.99
Trek Remedy 9.8 - 2017,5299.99
887,12659.97
50,11999.98
Trek Silque SLR 7 Women's - 2017,11999.98
70,659.99
Electra Amsterdam Original 3i - 2015/2017,659.99
888,2139.96
26,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
33,939.98
Surly Wednesday Frameset - 2017,939.98
889,1099.98
12,1099.98
Electra Townie Original 21D - 2016,1099.98
890,4088.92
16,1199.98
Electra Townie Original 7D EQ - 2016,1199.98
52,875.99
Surly Steamroller - 2017,875.99
65,693.98
Sun Bicycles Lil Bolt Type-R - 2017,693.98
67,250.99
Sun Bicycles Revolutions 24 - Girl's - 2017,250.99
105,1067.98
Sun Bicycles Streamway 7 - 2017,1067.98
891,8969.94
32,469.99
Trek Farley Alloy Frameset - 2017,469.99
35,1665.98
Sun Bicycles Spider 3i - 2017,1665.98
50,5999.99
Trek Silque SLR 7 Women's - 2017,5999.99
107,833.98
Sun Bicycles Cruz 7 - 2017,833.98
892,19022.94
9,5999.98
Trek Conduit+ - 2016,5999.98
36,832.99
Surly Troll Frameset - 2017,832.99
50,11999.98
